,rent,dist,nrooms,age,size,noccup,price
1485,456,16.0,2.0,8,61,3,149100.0
1486,,16.0,2.0,25,52,3,152550.0
1487,158,,2.0,20,37,3,81250.0
1488,-237,16.0,2.0,14,45,3,110250.0
1489,183,16.0,2.0,25,45,3,104150.00000000001
1490,371,16.0,2.0,32,51,3,101150.0
1491,424,16.0,2.0,22,66,3,118500.0
1492,319,16.0,2.0,23,48,3,106549.99999999999
1493,502,16.0,2.0,23,54,3,161150.0
1494,'309',16.0,2.0,19,45,3,133550.0
1495,455,16.0,2.0,26,65,3,134000.0
1496,478,16.0,2.0,18,65,3,136800.0
1497,511,,3.0,9,71,3,169600.0
1498,'569',16.0,2.0,25,64,3,165100.0
1499,235,16.0,2.0,33,50,3,
1500,-422,16.0,2.0,24,56,3,115700.0
1501,,16.0,2.0,age:22,55,3,113900.0
1502,,16.0,2.0,29,52,'3',98550.0
1503,'213',16.0,2.0,22,52,3,72300.0
1504,418,16.0,,21,61,3,139650.0
1505,456,16.0,2.0,21,58,3,172400.0
1506,303,,2.0,5,35,2,133250.0
1507,333,16.0,2.0,15,39,3,92450.0
1508,353,to center = 16,2.0,14,40,3,117350.0
1509,560,close to center,2.0,26,59,3,175600.0
1510,-493,16.0,2.0,23,58,3,
1511,,to center = 16,2.0,21,60,3,183850.0
1512,,16.0,2.0,29,52,3,137650.0
1513,312,16.0,2.0,15,34,2,
1514,202,16.0,35.0,25,35,two,108050.0
1515,-232,close to center,2.0,21,36,2,57150.0
1516,'376',16.0,2.0,45,52,3,112999.99999999999
1517,,16.0,2.0,25,46,3,126050.0
1518,332,16.0,2.0,26,48,3,112500.0
1519,334,16.0,2.0,28,50,3,125000.0
1520,464,16.0,2.0,26,59,3,132450.0
1521,,16.0,2.0,28,55,3,129900.0
1522,276,16.0,2.0,,51,3,146250.0
1523,-378,16.0,2.0,32,57,3,5939965.0
1524,531,16.0,2.0,18,51,3,153450.0
1525,328,16.0,2.0,28,43,3,133400.0
1526,471,close to center,2.0,,51,3,
1527,383,16.0,2.0,29,46,3,144000.0
1528,417,16.0,2.0,38,48,3,
1529,424,16.0,2.0,38,52,3,131650.0
1530,490,16.0,2.0,34,53,3,170450.0
1531,'503',,2.0,30,53,3,198750.0
1532,221,16.0,2.0,24,39,3,135500.0
1533,348,16.0,,32,42,'3',167850.0
1534,319,16.0,2.0,37,49,3,155300.0
1535,565,to center = 16,2.0,33,58,3,174550.0
1536,360,16.0,2.0,32,43,3,
1537,427,16.0,2.0,20,48,3,137900.0
1538,562,16.0,2.0,29,63,3,178100.0
1539,348,to center = 16,2.0,32,size:45,3,
1540,458,16.0,2.0,29,46,3,195300.0
1541,718,16.0,2.0,27,58,3,234700.0
1542,470,15.0,2.0,22,60,3,129099.99999999999
1543,-459,15.0,2.0,22,58,3,130150.00000000001
1544,465,15.0,2.0,23,60,3,137500.0
1545,253,close to center,2.0,new,37,3,175000.0
1546,474,15.0,2.0,19,63,3,125000.0
1547,469,15.0,2.0,19,66,3,
1548,470,15.0,2.0,17,66,3,134900.0
1549,186,15.0,2.0,24,34,2,78600.0
1550,516,,2.0,16,64,3,171750.0
1551,496,15.0,2.0,16,65,3,148050.0
1552,-495,close to center,2.0,17,size:55,3,156250.0
1553,-573,16.0,2.0,17,69,3,5746009.0
1554,611,16.0,2.0,16,60,3,171850.0
1555,419,16.0,,18,61,3,179550.0
1556,-623,16.0,2.0,12,63,3,201700.0
1557,'593',close to center,2.0,17,65,3,178000.0
1558,587,16.0,2.0,8,53,3,184600.0
1559,508,16.0,2.0,16,58,3,170650.0
1560,479,16.0,,4,44,3,178350.0
1561,727,16.0,2.0,8,72,3,212550.00000000003
1562,-351,15.0,2.0,4,45,3,178050.0
1563,775,to center = 15,2.0,,68,3,230700.0
1564,944,15.0,3.0,8,66,3,
1565,236,,2.0,2,47,3,217350.00000000003
1566,1125,15.0,4.0,2,56,3,6146162.0
1567,-502,close to center,2.0,8,58,3,190950.0
1568,'541',16.0,2.0,13,69,3,162300.0
1569,595,16.0,2.0,8,66,3,199650.0
1570,578,16.0,2.0,34,56,3,221900.0
1571,492,16.0,2.0,30,49,3,193300.0
1572,345,16.0,2.0,20,43,3,128200.0
1573,253,16.0,2.0,22,44,3,100000.0
1574,,16.0,2.0,24,57,3,250000.49999999997
1575,-388,16.0,2.0,14,52,3,147400.0
1576,367,16.0,2.0,17,39,3,94250.0
1577,573,16.0,32.0,11,52,3,179650.0
1578,620,to center = 16,2.0,21,60,3,179350.0
1579,552,16.0,2.0,16,52,3,143650.0
1580,'632',to center = 16,2.0,age:14,65,3,220699.99999999997
1581,'544',16.0,2.0,25,61,3,247000.00000000003
1582,805,16.0,,18,61,3,
1583,1011,16.0,2.0,age:4,69,3,250000.49999999997
1584,563,16.0,2.0,29,59,3,199100.0
1585,714,16.0,2.0,mid,62,'3',5827619.0
1586,'918',close to center,2.0,10,62,3,250000.49999999997
1587,606,close to center,2.0,16,60,3,186000.0
1588,600,16.0,2.0,18,57,3,175650.0
1589,680,16.0,2.0,5,63,3,
1590,602,to center = 17,2.0,20,60,3,191100.0
1591,784,17.0,2.0,22,63,3,250000.49999999997
1592,488,to center = 16,2.0,38,55,3,147200.0
1593,774,17.0,2.0,32,58,3,250000.49999999997
1594,627,17.0,2.0,34,55,3,227650.0
1595,515,16.0,2.0,35,54,3,203250.00000000003
1596,390,16.0,2.0,21,47,3,155150.0
1597,324,16.0,,32,44,3,139750.0
1598,484,to center = 16,2.0,37,53,3,174100.0
1599,603,16.0,2.0,35,56,3,216650.0
1600,309,17.0,2.0,30,37,3,128550.00000000001
1601,205,17.0,2.0,27,35,2,175000.0
1602,777,17.0,2.0,18,64,3,213050.0
1603,467,17.0,2.0,34,51,3,197200.0
1604,-266,16.0,2.0,11,45,3,193600.0
1605,179,16.0,2.0,24,28,2,49700.0
1606,,16.0,2.0,26,27,2,42500.0
1607,'218',16.0,2.0,24,28,2,51349.99999999999
1608,273,16.0,2.0,17,29,2,93250.0
1609,234,16.0,2.0,23,28,2,77500.0
1610,334,16.0,2.0,16,31,2,
1611,269,16.0,21.0,17,31,2,103150.00000000001
1612,'186',to center = 16,2.0,26,26,2,36700.0
1613,542,16.0,2.0,old,59,3,183550.0
1614,571,16.0,2.0,27,58,3,201300.0
1615,493,16.0,2.0,33,60,3,157100.0
1616,600,16.0,,18,57,3,227050.00000000003
1617,877,16.0,3.0,17,245,6,250000.49999999997
1618,575,16.0,2.0,26,60,3,208250.0
1619,499,16.0,34.0,26,59,3,182250.0
1620,540,close to center,27.0,19,54,3,
1621,,16.0,2.0,4,66,3,250000.49999999997
1622,343,17.0,2.0,20,43,3,157000.0
1623,,16.0,2.0,mid,54,3,194950.0
1624,422,16.0,2.0,age:24,47,3,
1625,564,16.0,2.0,16,46,3,185100.0
1626,611,17.0,2.0,36,54,3,202150.0
1627,367,17.0,2.0,36,39,3,177100.0
1628,'671',17.0,2.0,33,55,3,
1629,656,17.0,2.0,32,56,3,217250.0
1630,576,17.0,2.0,32,56,3,200900.0
1631,'570',close to center,2.0,33,57,3,211600.0
1632,518,17.0,2.0,38,52,3,219000.0
1633,'183',to center = 17,2.0,,42,3,237500.0
1634,548,17.0,2.0,37,51,3,183750.0
1635,583,17.0,2.0,36,52,three,189050.0
1636,820,17.0,2.0,31,58,3,250000.49999999997
1637,'775',to center = 17,2.0,old,53,3,
1638,675,17.0,2.0,36,53,3,250000.49999999997
1639,611,17.0,2.0,18,45,3,249500.0
1640,395,to center = 16,2.0,8,66,3,102099.99999999999
1641,485,16.0,2.0,8,61,3,83400.0
1642,417,16.0,2.0,4,65,3,106850.0
1643,'215',16.0,2.0,17,61,3,81250.0
1644,793,to center = 16,2.0,11,58,3,250000.49999999997
1645,997,15.0,3.0,4,63,3,250000.49999999997
1646,986,15.0,2.0,7,62,3,
1647,624,15.0,2.0,12,68,3,5132575.0
1648,,16.0,2.0,2,47,3,105050.0
1649,386,16.0,,26,63,three,97350.0
1650,,16.0,2.0,25,53,3,90600.0
1651,514,16.0,2.0,21,62,3,
1652,496,to center = 16,2.0,4,63,3,153500.0
1653,-629,16.0,2.0,age:18,62,3,176800.0
1654,608,to center = 16,2.0,16,64,3,182900.0
1655,676,16.0,2.0,14,68,3,213850.0
1656,'550',16.0,2.0,13,65,3,183350.0
1657,,16.0,2.0,14,50,3,118700.0
1658,539,16.0,2.0,18,57,3,144000.0
1659,652,16.0,2.0,13,65,3,164700.0
1660,'467',16.0,2.0,26,60,3,145850.0
1661,'567',to center = 16,2.0,16,63,3,160200.0
1662,,16.0,2.0,16,58,3,143450.0
1663,,16.0,2.0,16,72,3,156300.0
1664,445,16.0,2.0,27,53,3,126800.0
1665,427,17.0,2.0,16,72,3,102550.00000000001
1666,422,17.0,2.0,15,71,3,98800.0
1667,451,17.0,2.0,15,68,3,99250.0
1668,-508,17.0,2.0,9,57,3,155350.0
1669,234,18.0,2.0,52,39,3,85550.0
1670,191,17.0,2.0,age:52,43,3,73550.0
1671,271,17.0,2.0,52,45,three,77850.0
1672,420,17.0,,31,51,3,98500.0
1673,333,18.0,2.0,25,53,3,101850.0
1674,173,,2.0,47,45,3,67250.0
1675,'295',18.0,2.0,41,53,3,75100.0
1676,202,18.0,2.0,41,50,3,61500.0
1677,125,18.0,2.0,30,51,3,73850.0
1678,382,to center = 18,2.0,4,52,3,87100.0
1679,'258',17.0,2.0,26,48,3,89450.0
1680,-301,18.0,2.0,16,56,3,86600.0
1681,,18.0,2.0,32,54,3,87700.0
1682,332,18.0,2.0,34,57,3,5429961.0
1683,346,18.0,2.0,26,54,3,95550.0
1684,245,18.0,2.0,18,50,3,
1685,328,17.0,2.0,28,58,3,
1686,383,17.0,2.0,28,55,3,99000.0
1687,,17.0,2.0,16,64,3,121600.0
1688,452,17.0,2.0,23,59,3,109300.0
1689,378,17.0,2.0,5,58,3,92400.0
1690,433,17.0,2.0,11,71,3,134700.0
1691,'450',17.0,2.0,16,76,3,
1692,'487',17.0,2.0,age:16,77,3,118849.99999999999
1693,317,17.0,2.0,14,51,3,85250.0
1694,,17.0,2.0,6,70,3,123200.0
1695,438,17.0,2.0,15,65,3,120150.0
1696,'461',17.0,2.0,12,84,4,
1697,465,17.0,2.0,5,77,3,136450.0
1698,382,close to center,2.0,27,49,3,104900.0
1699,412,17.0,2.0,35,56,3,100499.99999999999
1700,454,to center = 17,2.0,10,63,3,136200.0
1701,,17.0,2.0,,50,3,
1702,265,17.0,2.0,age:34,54,3,82350.0
1703,336,17.0,2.0,20,53,3,113700.0
1704,253,17.0,2.0,35,54,3,74850.0
1705,332,to center = 17,2.0,,54,3,95000.0
1706,'333',17.0,2.0,37,50,3,98300.0
1707,287,17.0,2.0,38,49,3,95700.0
1708,329,close to center,2.0,38,50,3,97100.0
1709,326,17.0,2.0,36,48,3,92500.0
1710,-317,to center = 18,2.0,25,61,3,78900.0
1711,,18.0,2.0,25,46,3,82150.0
1712,297,18.0,2.0,29,47,3,80500.0
1713,352,18.0,2.0,26,61,3,85550.0
1714,223,18.0,2.0,age:35,74,3,54500.00000000001
1715,324,18.0,2.0,29,66,3,85400.0
1716,'321',to center = 18,2.0,24,52,3,86750.0
1717,303,18.0,2.0,32,59,3,81400.0
1718,196,18.0,2.0,42,68,3,42550.0
1719,450,18.0,22.0,3,40,3,87500.0
1720,293,to center = 18,2.0,4,36,3,56250.0
1721,309,18.0,2.0,33,42,3,106250.0
1722,'53',18.0,2.0,39,122,4,52100.0
1723,115,,2.0,31,size:83,4,40200.0
1724,137,18.0,2.0,40,size:75,3,34900.0
1725,120,18.0,31.0,35,59,3,40650.0
1726,73,close to center,2.0,32,54,3,38200.0
1727,55,18.0,2.0,37,,3,34300.0
1728,109,18.0,2.0,36,34,2,33750.0
1729,,18.0,2.0,33,64,3,65650.0
1730,'281',18.0,2.0,old,66,3,66450.0
1731,453,18.0,2.0,19,71,3,55000.00000000001
1732,152,18.0,2.0,32,54,3,56799.99999999999
1733,193,18.0,2.0,43,66,3,56100.00000000001
1734,241,18.0,2.0,age:31,66,3,56899.99999999999
1735,352,18.0,2.0,age:33,67,3,67050.0
1736,337,18.0,2.0,33,62,3,78300.0
1737,248,close to center,2.0,19,44,3,79400.0
1738,331,18.0,2.0,32,63,3,
1739,265,18.0,2.0,age:45,60,3,65400.0
1740,175,18.0,2.0,19,53,3,60350.00000000001
1741,293,18.0,2.0,46,66,3,64700.0
1742,188,18.0,,36,60,3,57099.99999999999
1743,140,18.0,2.0,29,62,3,48600.0
1744,155,18.0,2.0,35,70,3,48850.0
1745,197,18.0,2.0,31,66,3,55150.0
1746,190,18.0,2.0,34,80,3,46950.0
1747,,18.0,2.0,30,77,,53900.0
1748,253,18.0,,25,46,3,66850.0
1749,-303,18.0,2.0,old,54,3,91400.0
1750,'193',,2.0,35,54,'3',73050.0
1751,164,18.0,2.0,age:22,45,3,60400.0
1752,164,18.0,2.0,age:15,44,3,66650.0
1753,190,,2.0,33,63,3,51800.0
1754,279,17.0,2.0,38,57,3,
1755,413,to center = 17,2.0,46,48,3,105400.0
1756,295,17.0,35.0,40,size:45,3,93450.0
1757,282,to center = 18,2.0,42,54,3,72300.0
1758,216,close to center,2.0,45,46,3,70200.0
1759,'268',to center = 17,2.0,age:47,47,3,70400.0
1760,'236',to center = 17,2.0,43,43,3,70800.0
1761,295,17.0,2.0,42,44,3,69550.0
1762,303,17.0,2.0,44,54 sq.m,3,75400.0
1763,275,to center = 18,2.0,old,52 sq.m,3,
1764,-227,,2.0,45,53,3,67900.0
1765,306,18.0,2.0,46,49,3,71300.0
1766,230,18.0,2.0,44,52,3,67650.0
1767,,18.0,2.0,44,57,3,66700.0
1768,242,18.0,23.0,39,55,3,67550.0
1769,246,18.0,2.0,38,64,3,55850.0
1770,230,18.0,2.0,45,62,3,55800.00000000001
1771,270,18.0,29.0,42,65,3,57299.99999999999
1772,'207',18.0,2.0,38,63,3,52350.0
1773,295,18.0,2.0,47,45,3,71650.0
1774,205,18.0,2.0,44,44,3,5530696.0
1775,126,18.0,2.0,31,39,3,72750.0
1776,,18.0,30.0,42,45,3,71950.0
1777,175,18.0,2.0,45,63,3,52600.0
1778,,18.0,2.0,34,65,3,52600.0
1779,217,18.0,2.0,,62,3,47800.0
1780,113,close to center,2.0,38,51,3,40850.0
1781,231,18.0,2.0,age:45,60,3,5928060.0
1782,'72',to center = 18,2.0,27,44,3,52900.0
1783,100,18.0,2.0,,60,3,36450.0
1784,'136',,2.0,41,71,3,39850.0
1785,98,18.0,2.0,49,62,3,35800.0
1786,133,18.0,2.0,19,67,3,44000.0
1787,175,18.0,2.0,28,54,3,42150.0
1788,120,18.0,2.0,43,67,3,39700.0
1789,228,18.0,2.0,17,78,3,60800.0
1790,78,18.0,2.0,,77,3,34550.0
1791,131,18.0,2.0,old,49,3,18950.0
1792,378,to center = 18,,18,37,3,134900.0
1793,'301',18.0,,47,38,3,
1794,,18.0,2.0,52,47,3,137500.0
1795,159,to center = 17,2.0,30,63 sq.m,3,
1796,'129',to center = 18,2.0,39,60,3,45750.0
1797,132,close to center,2.0,44,49,3,43050.0
1798,145,18.0,2.0,age:42,60,3,43500.0
1799,64,18.0,,37,75,3,42100.0
1800,84,17.0,2.0,36,66,3,46900.0
1801,144,18.0,2.0,36,50,3,47000.0
1802,104,18.0,2.0,52,59,3,52100.0
1803,321,17.0,2.0,4,37,3,93400.0
1804,176,17.0,2.0,34,62,three,45150.0
1805,226,17.0,2.0,27,56,3,55750.0
1806,108,17.0,2.0,age:32,58,3,44150.0
1807,198,17.0,2.0,45,57,3,56050.0
1808,,18.0,2.0,41,49,3,78150.0
1809,'376',17.0,2.0,29,61,3,70300.0
1810,167,,2.0,26,68,3,61200.0
1811,245,17.0,2.0,28,55,3,64549.99999999999
1812,'197',17.0,2.0,34,49,3,59800.0
1813,,17.0,2.0,39,42,3,83900.0
1814,273,17.0,2.0,age:43,41,3,89200.0
1815,308,17.0,2.0,45,52,3,
1816,'400',17.0,2.0,39,51,3,143250.0
1817,377,17.0,2.0,36,46,3,126699.99999999999
1818,-383,17.0,2.0,40,46 sq.m,3,123650.0
1819,470,to center = 17,2.0,47,51 sq.m,3,133850.0
1820,455,,2.0,32,50,3,160800.0
1821,445,17.0,2.0,35,56,3,144100.0
1822,488,17.0,2.0,32,53,3,200500.0
1823,337,17.0,2.0,34,47,3,152000.0
1824,263,close to center,2.0,36,size:53,3,130950.00000000001
1825,200,to center = 17,2.0,33,69,3,11250.0
1826,-213,17.0,2.0,30,53,3,
1827,279,17.0,2.0,38,46,3,110050.0
1828,187,to center = 17,20.0,12,38,3,97900.0
1829,'251',17.0,2.0,22,57,3,93450.0
1830,311,17.0,2.0,43,50,3,106100.0
1831,306,17.0,2.0,33,50,3,119500.0
1832,204,17.0,2.0,31,40,3,109050.0
1833,220,to center = 17,2.0,39,42,3,100200.0
1834,272,17.0,2.0,40,45,3,104550.00000000001
1835,219,17.0,2.0,37,40,3,108600.00000000001
1836,255,to center = 17,2.0,41,size:43,3,111500.0
1837,179,to center = 17,2.0,35,46,3,70850.0
1838,170,close to center,2.0,30,41,3,81250.0
1839,450,17.0,2.0,36,49,3,155700.0
1840,387,close to center,2.0,38,48,3,131600.0
1841,304,17.0,2.0,46,43,3,131000.0
1842,-415,to center = 17,2.0,40,47,3,
1843,'332',17.0,2.0,52,47,3,117450.00000000001
1844,-491,17.0,2.0,38,49,3,179250.0
1845,'476',17.0,2.0,49,46 sq.m,3,166850.0
1846,309,17.0,2.0,52,40,3,143750.0
1847,'437',17.0,2.0,age:41,43,3,162200.0
1848,477,17.0,2.0,,47,3,157750.0
1849,,17.0,2.0,old,48,3,
1850,281,38.0,2.0,16,58,3,54700.00000000001
1851,148,,2.0,19,55,3,
1852,186,38.0,2.0,11,57,3,36600.0
1853,193,38.0,2.0,17,61,3,34200.0
1854,124,38.0,2.0,15,52,3,37300.0
1855,127,to center = 38,2.0,age:28,47,3,39150.0
1856,150,38.0,2.0,20,56,3,33450.0
1857,,38.0,2.0,20,50,3,52950.0
1858,163,38.0,2.0,15,58,3,34750.0
1859,170,to center = 38,2.0,21,49,3,61200.0
1860,160,38.0,2.0,19,60,3,
1861,227,,2.0,17,55,3,51800.0
1862,171,far from center,,17,122,4,51549.99999999999
1863,222,37.0,2.0,22,48,,76350.0
1864,234,37.0,2.0,18,52,3,58350.0
1865,151,36.0,2.0,22,56,3,35550.0
1866,116,16.0,2.0,20,37,3,106250.0
1867,'196',to center = 16,4.0,8,40,3,93750.0
1868,151,close to center,2.0,22,64,3,43750.0
1869,129,16.0,2.0,21,54,3,46100.0
1870,174,16.0,2.0,age:25,58,3,45650.0
1871,194,16.0,3.0,24,68,3,86700.0
1872,186,16.0,5.0,27,45,3,
1873,-147,to center = 16,2.0,26,46,3,42300.0
1874,238,16.0,2.0,24,72,3,53600.0
1875,265,16.0,2.0,25,51,3,57399.99999999999
1876,169,16.0,2.0,19,63,3,65800.0
1877,141,16.0,2.0,27,57,3,52100.0
1878,212,16.0,2.0,22,51,3,55250.0
1879,345,16.0,20.0,24,49,3,68400.0
1880,142,16.0,2.0,25,46,3,54850.0
1881,303,16.0,3.0,23,47,3,49650.0
1882,237,16.0,2.0,24,46,3,51800.0
1883,231,16.0,2.0,22,,3,
1884,218,16.0,2.0,23,49,3,70950.0
1885,174,to center = 16,2.0,28,49,3,42900.0
1886,199,16.0,2.0,25,48,3,45200.0
1887,236,16.0,2.0,27,51,3,43450.0
1888,-155,16.0,2.0,28,48,3,44800.0
1889,297,16.0,4.0,17,53,3,156700.0
1890,224,16.0,2.0,22,50 sq.m,3,
1891,'249',16.0,2.0,17,52,3,63300.0
1892,262,16.0,2.0,26,47,3,51800.0
1893,128,16.0,2.0,23,49,3,
1894,200,close to center,2.0,25,50,3,52100.0
1895,'165',16.0,2.0,22,,3,53600.0
1896,242,to center = 16,2.0,24,55,3,50949.99999999999
1897,,16.0,2.0,27,40,3,47200.0
1898,148,16.0,2.0,17,41 sq.m,3,43350.0
1899,'225',16.0,2.0,24,42,3,50400.0
1900,-147,16.0,2.0,21,48,3,57050.0
1901,205,16.0,3.0,mid,54,3,53900.0
1902,262,to center = 16,3.0,age:16,53,3,67350.0
1903,380,16.0,3.0,15,60,3,81250.0
1904,316,16.0,,12,55,3,63800.0
1905,267,16.0,3.0,17,58,3,54850.0
1906,324,,3.0,15,51,3,60700.0
1907,284,16.0,3.0,mid,55,3,58850.0
1908,287,16.0,3.0,age:15,55,3,59400.0
1909,226,,26.0,19,59,3,48800.0
1910,215,17.0,3.0,22,53,3,43750.0
1911,302,17.0,3.0,age:18,55,3,63000.0
1912,373,17.0,25.0,16,42,3,
1913,305,17.0,6.0,19,47,3,218750.0
1914,140,to center = 16,8.0,old,55,3,250000.49999999997
1915,362,17.0,33.0,7,59,three,86100.0
1916,'294',17.0,2.0,11,54,3,81700.0
1917,282,close to center,2.0,10,57,3,56599.99999999999
1918,217,to center = 17,2.0,15,57,3,63649.99999999999
1919,240,17.0,2.0,11,53,3,64300.0
1920,214,to center = 17,2.0,12,57,3,64100.0
1921,'237',,2.0,,50,3,66300.0
1922,'220',17.0,2.0,17,51,,59650.0
1923,129,17.0,2.0,15,60,3,59250.0
1924,260,17.0,37.0,8,55,'3',60050.0
1925,371,,2.0,10,69,3,43750.0
1926,69,16.0,5.0,11,43,3,47750.0
1927,353,17.0,2.0,15,60,3,106650.0
1928,513,16.0,2.0,10,63,3,119800.0
1929,347,16.0,2.0,22,61,3,86700.0
1930,473,17.0,2.0,9,62,3,114450.00000000001
1931,400,16.0,2.0,12,61,3,108749.99999999999
1932,354,17.0,2.0,7,58,3,98750.0
1933,308,16.0,2.0,5,56,3,86250.0
1934,339,16.0,2.0,4,59,3,99450.0
1935,,16.0,2.0,8,56,3,93950.0
1936,418,16.0,2.0,13,55,3,93300.0
1937,'241',16.0,2.0,9,50,3,81650.0
1938,'247',16.0,2.0,5,50,3,88450.0
1939,390,16.0,2.0,10,62,3,108549.99999999999
1940,292,16.0,2.0,11,56,3,90400.0
1941,305,16.0,2.0,9,58,3,150300.0
1942,341,16.0,2.0,12,63,3,85050.0
1943,313,16.0,2.0,12,57,3,103800.0
1944,329,17.0,2.0,12,57,3,101400.0
1945,413,17.0,2.0,9,47,3,98150.0
1946,362,16.0,2.0,11,64,3,115300.0
1947,300,,2.0,13,62,3,83700.0
1948,361,16.0,2.0,11,52,3,92300.0
1949,192,,2.0,15,47,3,73050.0
1950,167,16.0,2.0,17,47,3,64149.99999999999
1951,216,16.0,2.0,17,51,3,5317260.0
1952,188,16.0,2.0,38,50,3,60250.0
1953,-162,16.0,2.0,,46,3,55650.0
1954,'174',16.0,2.0,age:29,48,3,60800.0
1955,-197,to center = 16,2.0,21,56,3,74250.0
1956,117,16.0,2.0,17,45,3,54150.0
1957,223,16.0,2.0,,55,3,63949.99999999999
1958,,16.0,2.0,42,62,3,64300.0
1959,273,16.0,37.0,19,54,3,75450.0
1960,162,close to center,2.0,35,53,3,69050.0
1961,217,16.0,2.0,19,52,3,79350.0
1962,219,16.0,2.0,17,50,3,70650.0
1963,302,to center = 16,2.0,15,49,3,70600.0
1964,-176,16.0,2.0,21,50,3,54350.0
1965,226,16.0,2.0,22,50,3,53450.0
1966,129,,2.0,21,44,3,47350.0
1967,204,16.0,2.0,17,52,3,58750.0
1968,,16.0,2.0,age:13,58,3,75850.0
1969,305,16.0,2.0,11,56,3,70100.0
1970,301,16.0,2.0,10,57,3,66100.0
1971,230,16.0,2.0,14,58,3,65850.0
1972,298,16.0,2.0,,53,3,68300.0
1973,,15.0,2.0,14,57,3,
1974,,15.0,2.0,19,56,3,
1975,'201',15.0,,new,53,3,59400.0
1976,270,to center = 15,2.0,15,57,3,50000.0
1977,263,15.0,2.0,9,54,3,49000.0
1978,267,15.0,4.0,13,54,3,5714165.0
1979,346,16.0,8.0,34,48,3,81250.0
1980,'306',16.0,2.0,8,55,3,85350.0
1981,-430,to center = 16,2.0,12,64,3,104150.00000000001
1982,229,16.0,2.0,14,54,3,59400.0
1983,266,16.0,2.0,age:17,61,3,77950.0
1984,261,16.0,2.0,18,50,3,70700.0
1985,174,close to center,2.0,new,49,3,69250.0
1986,,5.0,2.0,51,74,3,28349.999999999996
1987,102,5.0,20.0,47,71,3,24800.0
1988,117,5.0,2.0,age:36,67,3,23750.0
1989,148,5.0,2.0,52,97,4,23750.0
1990,'127',5.0,2.0,45,70,3,22400.0
1991,71,5.0,2.0,43,57,3,25200.0
1992,118,5.0,2.0,46,75,3,28349.999999999996
1993,166,5.0,2.0,50,73,,29600.0
1994,161,5.0,2.0,44,68,3,26500.0
1995,'108',,2.0,43,84,4,23850.0
1996,92,5.0,2.0,52,99,4,21650.0
1997,133,to center = 5,2.0,45,72,3,26300.0
1998,'114',5.0,,39,91,4,23450.0
1999,116,5.0,2.0,20,50,3,46950.0
2000,187,5.0,2.0,15,52,3,45150.0
2001,,5.0,2.0,35,87,4,
2002,96,5.0,2.0,31,79,3,28199.999999999996
2003,78,5.0,2.0,35,85,4,19800.0
2004,158,5.0,1.0,age:52,96,4,37500.0
2005,,5.0,2.0,25,58,3,25900.0
2006,101,to center = 5,2.0,41,63,3,30600.0
2007,84,5.0,2.0,33,84,4,23350.0
2008,142,5.0,2.0,52,67,3,21900.0
2009,'123',5.0,2.0,25,65,3,5469511.0
2010,-196,5.0,2.0,17,78,3,27050.000000000004
2011,181,to center = 5,2.0,21,86,4,31050.0
2012,326,5.0,2.0,28,71,3,33750.0
2013,181,to center = 5,2.0,43,63,3,36950.0
2014,,to center = 5,2.0,19,75,3,26500.0
2015,150,5.0,2.0,29,65,3,
2016,'117',5.0,2.0,25,87,4,26400.0
2017,,5.0,2.0,19,74,3,24250.0
2018,78,center,2.0,15,74,3,28899.999999999996
2019,104,to center = 5,2.0,23,71,3,24750.0
2020,99,center,2.0,28,69,3,25650.0
2021,'93',5.0,2.0,52,54,3,26250.0
2022,160,to center = 5,2.0,22,93,4,17200.0
2023,97,5.0,2.0,41,67,3,22050.0
2024,-101,5.0,2.0,35,65,3,22650.0
2025,164,5.0,2.0,17,83,4,30900.0
2026,117,5.0,2.0,age:29,79,3,22200.0
2027,215,5.0,2.0,24,90,4,30300.0
2028,109,5.0,2.0,38,83,4,24900.0
2029,-174,,2.0,34,76,3,25400.0
2030,159,5.0,2.0,25,79,3,29250.0
2031,100,to center = 5,2.0,22,95,4,30400.0
2032,-140,5.0,37.0,46,64,3,26300.0
2033,,center,2.0,39,85,4,22750.0
2034,122,5.0,2.0,39,63,3,26050.0
2035,154,5.0,2.0,42,73,3,25000.0
2036,-355,5.0,2.0,6,62,3,46550.0
2037,'208',5.0,2.0,19,52,3,60150.0
2038,115,5.0,2.0,17,59,3,
2039,,5.0,2.0,13,67,3,
2040,368,5.0,2.0,27,53,3,58950.0
2041,541,,2.0,age:30,53,3,85850.0
2042,263,5.0,2.0,23,45,3,60800.0
2043,334,5.0,2.0,25,size:71,3,54150.0
2044,201,5.0,2.0,31,size:61,3,76900.0
2045,105,to center = 5,2.0,7,,3,112500.0
2046,109,5.0,2.0,9,53,3,32950.0
2047,'511',to center = 5,2.0,15,67,,63600.0
2048,52,5.0,2.0,mid,34,2,44750.0
2049,168,5.0,25.0,9,35,2,27100.000000000004
2050,,to center = 5,2.0,19,57,3,75700.0
2051,226,5.0,2.0,7,64,3,45800.0
2052,'152',5.0,2.0,15,60,3,35200.0
2053,134,5.0,2.0,32,66 sq.m,3,24650.0
2054,161,5.0,2.0,36,71,3,44150.0
2055,137,5.0,2.0,29,61,3,37100.0
2056,294,5.0,2.0,20,66,3,46150.0
2057,255,5.0,2.0,33,72,3,55200.00000000001
2058,,4.0,2.0,6,,3,28999.999999999996
