,ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME
3185,783720,26-39,male,minority,10-19y,high school,middle class,0.5358780117500972,0.0,before 2015,0.0,1.0,10238.0,11000.0,sedan,0,0,1,0.0
3186,409125,26-39,male,majority,0-9y,university,upper class,0.5714563420401908,1.0,after 2015,0.0,1.0,10238,11000.0,sedan,0,0,0,0.0
3187,64931,65+,female,majority,30y+,university,upper class,0.6700919450647312,none,before 2015,1.0,1.0,92101,11000.0,sedan,1,0,1,0.0
3188,732342,65+,female,majority,30y+,high school,upper class,0.5743148525471706,1.0,before 2015,0.0,1.0,10238,9000.0,sedan,2,0,1,0.0
3189,522923,none,male,majority,0-9y,university,upper class,0.6447136435473335,1.0,before 2015,0.0,0.0,10238,15000.0,sedan,0,0,0,1.0
3190,478302,65+,male,majority,30y+,university,upper class,0.5011579904510586,1.0,before 2015,1.0,1.0,10238,12000.0,,7,1,4,0.0
3191,943632,40-64,male,majority,10-19y,university,upper class,0.8382050400572787,1.0,after 2015,1.0,1.0,10238,10000.0,sedan,1,0,3,0.0
3192,19712,26-39,female,minority,10-19y,high school,middle class,0.5246137994590073,1.0,before 2015,0.0,1.0,10238,12000.0,sedan,1,0,1,0.0
3193,276067,65+,male,minority,30y+,none,upper class,0.5548235985306158,1.0,after 2015,0.0,1.0,10238,15000.0,sedan,3,1,4,0.0
3194,579325,65+,female,majority,20-29y,high school,upper class,0.6703727605350889,1.0,before 2015,1.0,0.0,10238,14000.0,sedan,4,0,0,0.0
3195,758718,16-25,male,majority,0-9y,high school,working class,0.1991659324100259,0.0,after 2015,1.0,1.0,10238,8000.0,sedan,0,0,0,0.0
3196,561454,40-64,female,majority,10-19y,university,upper class,,1.0,before 2015,1.0,1.0,32765,8000.0,none,4,0,1,0.0
3197,882322,26-39,male,majority,0-9y,high school,middle class,0.345796125929856,1.0,before 2015,0.0,0.0,32765,none,sedan,0,0,0,1.0
3198,35012,40-64,male,majority,20-29y,none,working class,0.4217406405501712,1.0,before 2015,0.0,none,10238.0,10000.0,sedan,5,0,4,0.0
3199,357892,16-25,male,majority,0-9y,none,poverty,0.3718529804298523,0.0,before 2015,1.0,,32765,11000.0,sports car,0,0,0,1.0
3200,748256,16-25,male,majority,0-9y,high school,poverty,,0.0,before 2015,0.0,1.0,32765,,sedan,0,0,0,1.0
3201,118047,26-39,male,majority,10-19y,high school,middle class,0.3590967332338258,1.0,before 2015,1.0,0.0,10238,12000.0,sedan,0,0,3,0.0
3202,986745,26-39,female,majority,10-19y,none,poverty,0.2528274652676732,1.0,before 2015,0.0,1.0,32765,11000.0,sedan,1,0,1,0.0
3203,518535,26-39,female,majority,10-19y,university,upper class,0.7387975800320131,0.0,after 2015,1.0,0.0,10238,13000.0,sedan,1,1,0,0.0
3204,420012,26-39,male,majority,10-19y,none,poverty,0.3800411829483707,0.0,before 2015,0.0,1.0,10238,10000.0,sports car,0,0,2,1.0
3205,190062,26-39,male,majority,10-19y,high school,working class,0.372447204860674,1.0,before 2015,0.0,0.0,10238,14000.0,sedan,3,1,,1.0
3206,836330,40-64,male,majority,20-29y,university,upper class,0.6109676775612789,none,before 2015,1.0,1.0,10238,,sedan,4,1,2,0.0
3207,688730,40-64,male,majority,20-29y,,middle class,0.5020311962724953,0.0,before 2015,1.0,1.0,32765,10000.0,sedan,9,1,1,0.0
3208,559448,40-64,female,majority,20-29y,none,working class,,1.0,before 2015,0.0,0.0,10238,15000.0,sedan,1,0,0,0.0
3209,272339,16-25,male,majority,0-9y,university,middle class,0.4491866119269241,1.0,after 2015,0.0,0.0,10238,13000.0,sedan,0,0,0,1.0
3210,551851,26-39,female,majority,10-19y,high school,poverty,,1.0,after 2015,1.0,0.0,32765,11000.0,sedan,1,0,0,0.0
3211,557804,16-25,female,majority,0-9y,high school,poverty,0.3839383227532641,0.0,before 2015,0.0,0.0,10238,16000.0,sedan,0,0,0,1.0
3212,895279,40-64,female,majority,20-29y,none,middle class,0.4832471845483816,1.0,after 2015,0.0,1.0,10238,11000.0,sedan,2,0,0,0.0
3213,72914,26-39,male,majority,10-19y,high school,working class,0.5483499228640025,1.0,before 2015,0.0,1.0,10238.0,13000.0,sedan,1,1,1,0.0
3214,780961,65+,female,majority,30y+,university,upper class,0.5345841472675092,1.0,after 2015,1.0,1.0,32765,12000.0,sedan,4,1,0,0.0
3215,246434,65+,female,majority,10-19y,high school,upper class,0.5086825437771137,1.0,before 2015,1.0,1.0,32765,5000.0,sedan,2,0,0,0.0
3216,691719,26-39,male,majority,10-19y,high school,working class,0.3854878161761313,0.0,,1.0,1.0,92101,10000.0,sedan,1,0,0,1.0
3217,552705,40-64,female,majority,0-9y,high school,working class,0.3186677015072492,1.0,before 2015,0.0,1.0,10238.0,13000.0,sedan,0,0,0,0.0
3218,273160,40-64,female,majority,0-9y,university,middle class,0.5283154345689651,1.0,after 2015,0.0,0.0,10238,14000.0,sedan,0,0,0,0.0
3219,67358,40-64,female,majority,20-29y,high school,middle class,0.6463796858330859,1.0,before 2015,0.0,1.0,10238,12000.0,sedan,0,0,1,0.0
3220,897090,40-64,male,minority,20-29y,high school,upper class,0.6322473942589996,1.0,after 2015,1.0,0.0,10238,9000.0,sedan,2,0,7,0.0
3221,170435,16-25,female,majority,0-9y,high school,poverty,0.4126367860235233,1.0,before 2015,1.0,0.0,10238,13000.0,sedan,0,0,0,0.0
3222,956607,26-39,female,majority,0-9y,university,middle class,0.561189880696348,1.0,after 2015,1.0,1.0,10238,8000.0,sedan,0,0,0,0.0
3223,281734,65+,female,majority,0-9y,university,upper class,0.6908848837711149,1.0,before 2015,0.0,1.0,92101,13000.0,sedan,0,0,0,1.0
3224,96024,16-25,male,majority,0-9y,high school,poverty,0.3437902440091854,0.0,before 2015,0.0,1.0,10238,12000.0,sedan,0,0,0,1.0
3225,378747,26-39,female,majority,0-9y,university,middle class,0.5434608543700327,none,before 2015,1.0,0.0,10238,11000.0,sedan,0,0,0,1.0
3226,590245,none,female,minority,10-19y,university,upper class,0.7762155221181141,1.0,before 2015,0.0,1.0,32765,9000.0,sedan,1,0,2,1.0
3227,246413,26-39,female,majority,none,university,working class,0.5318212282998204,1.0,before 2015,0.0,0.0,32765,13000.0,sedan,0,1,0,0.0
3228,683607,16-25,male,majority,0-9y,university,poverty,0.2843594243324203,0.0,before 2015,0.0,0.0,32765,13000.0,sedan,0,0,0,1.0
3229,331632,26-39,male,minority,0-9y,none,working class,0.3199505722308352,1.0,before 2015,1.0,1.0,10238,13000.0,sports car,0,0,0,1.0
3230,222583,40-64,male,majority,20-29y,university,upper class,0.6946267228319687,1.0,after 2015,1.0,1.0,32765,12000.0,sedan,3,0,0,0.0
3231,213883,65+,female,majority,0-9y,high school,upper class,0.7820833952337761,1.0,after 2015,0.0,1.0,32765,10000.0,sedan,0,0,0,0.0
3232,250003,40-64,female,majority,20-29y,high school,upper class,,1.0,after 2015,0.0,1.0,10238,10000.0,sedan,3,0,1,0.0
3233,29534,40-64,male,majority,0-9y,university,upper class,0.5724306198393179,1.0,before 2015,1.0,0.0,10238,13000.0,sedan,0,0,0,1.0
3234,914388,65+,male,majority,30y+,high school,upper class,0.5833267372571846,1.0,after 2015,0.0,1.0,10238,14000.0,sedan,4,1,6,0.0
3235,957391,16-25,female,majority,0-9y,high school,poverty,0.333622141622043,0.0,before 2015,1.0,1.0,10238,10000.0,sedan,0,0,0,1.0
3236,276387,40-64,male,majority,20-29y,university,upper class,0.8706105407338979,1.0,after 2015,1.0,0.0,32765.0,10000.0,sports car,5,2,1,0.0
3237,486150,40-64,male,majority,20-29y,university,middle class,0.6835622996764328,0.0,after 2015,1.0,1.0,10238,9000.0,sedan,2,0,5,0.0
3238,773045,65+,female,minority,20-29y,university,upper class,0.7351303352292949,0.0,after 2015,0.0,1.0,,11000.0,sedan,0,0,3,0.0
3239,586978,40-64,female,majority,0-9y,university,upper class,0.6921548380276835,1.0,before 2015,1.0,0.0,10238,18000.0,sedan,0,0,0,0.0
3240,921219,26-39,female,majority,10-19y,none,working class,0.5104505487771847,1.0,after 2015,1.0,1.0,10238,14000.0,sedan,1,0,0,0.0
3241,207942,26-39,female,minority,0-9y,none,working class,0.4984336380618572,1.0,before 2015,0.0,1.0,10238,13000.0,sedan,0,0,0,0.0
3242,327622,26-39,male,majority,10-19y,high school,working class,0.4864038516228967,1.0,before 2015,1.0,0.0,10238,12000.0,sedan,0,1,0,0.0
3243,345510,65+,female,minority,30y+,university,upper class,,1.0,before 2015,0.0,0.0,32765,12000.0,sedan,1,0,2,0.0
3244,313208,26-39,male,minority,10-19y,high school,working class,0.5192250173065179,1.0,before 2015,0.0,0.0,32765,11000.0,sedan,1,0,0,0.0
3245,453375,40-64,male,minority,20-29y,high school,middle class,0.5059289542380285,1.0,before 2015,1.0,0.0,10238,12000.0,sports car,3,0,7,0.0
3246,487944,16-25,male,majority,0-9y,university,middle class,0.3759390664274271,0.0,after 2015,1.0,0.0,10238,15000.0,sedan,0,0,0,1.0
3247,227891,16-25,female,majority,0-9y,high school,upper class,0.6212382383504942,1.0,before 2015,0.0,0.0,32765,13000.0,sedan,0,0,none,1.0
3248,314564,,female,majority,0-9y,none,poverty,0.3975139345685761,0.0,before 2015,1.0,0.0,10238,13000.0,sedan,0,0,0,1.0
3249,306173,16-25,male,majority,0-9y,university,working class,0.3976983783647137,0.0,before 2015,0.0,1.0,10238,11000.0,sedan,0,0,0,1.0
3250,703581,26-39,male,majority,10-19y,high school,upper class,0.4473939530293328,1.0,before 2015,1.0,1.0,10238.0,10000.0,sedan,2,0,4,0.0
3251,998901,26-39,female,majority,10-19y,none,working class,,1.0,before 2015,1.0,1.0,92101.0,6000.0,sedan,1,0,0,1.0
3252,550420,26-39,female,minority,10-19y,high school,upper class,0.6100646961488712,1.0,after 2015,0.0,1.0,32765,9000.0,sedan,2,1,1,0.0
3253,741036,40-64,female,majority,20-29y,university,upper class,0.669831859041465,1.0,before 2015,1.0,0.0,32765,10000.0,sedan,5,0,0,0.0
3254,765391,40-64,male,,20-29y,high school,working class,0.3942030841796357,1.0,before 2015,1.0,1.0,10238,15000.0,sedan,2,0,0,1.0
3255,778184,65+,female,majority,30y+,university,upper class,0.5069172347691039,1.0,after 2015,1.0,1.0,10238,,sedan,1,0,1,0.0
3256,88198,26-39,male,majority,10-19y,none,poverty,0.2576497109076807,0.0,before 2015,0.0,1.0,32765,12000.0,sedan,none,0,0,0.0
3257,810318,40-64,male,majority,20-29y,high school,middle class,0.5380413060925483,1.0,after 2015,1.0,1.0,10238,11000.0,sedan,3,1,1,0.0
3258,517060,65+,female,majority,10-19y,university,upper class,0.5448318212148475,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,1,0,0,0.0
3259,511639,40-64,female,majority,20-29y,high school,upper class,0.6504176835900062,1.0,before 2015,1.0,1.0,32765,,sedan,2,0,0,0.0
3260,389152,16-25,female,majority,0-9y,high school,middle class,0.6002312656355571,1.0,after 2015,1.0,1.0,32765.0,7000.0,sedan,0,0,0,0.0
3261,209049,,male,majority,10-19y,university,upper class,0.6352679101945021,1.0,before 2015,1.0,1.0,32765,,sedan,3,0,1,none
3262,20986,26-39,male,majority,10-19y,university,upper class,0.7481307425472491,1.0,before 2015,1.0,1.0,32765,10000.0,sedan,3,1,2,0.0
3263,273504,65+,male,majority,30y+,university,upper class,0.5298034832438066,1.0,before 2015,1.0,1.0,10238,,sedan,5,0,8,0.0
3264,700831,16-25,male,majority,0-9y,high school,working class,0.3009876834556013,0.0,before 2015,0.0,1.0,10238,12000.0,sedan,0,0,0,1.0
3265,384446,40-64,male,majority,20-29y,university,upper class,0.6331028718806417,1.0,after 2015,1.0,1.0,10238,10000.0,sedan,1,0,1,0.0
3266,550482,16-25,female,majority,0-9y,high school,working class,0.3549791231763877,,after 2015,0.0,1.0,10238,9000.0,sedan,0,0,0,0.0
3267,572797,26-39,male,majority,10-19y,high school,middle class,0.5061960446978321,1.0,before 2015,0.0,0.0,10238,13000.0,sedan,1,0,3,0.0
3268,11854,26-39,male,majority,0-9y,high school,working class,0.5592297740925077,1.0,before 2015,1.0,1.0,10238,13000.0,sedan,0,0,0,1.0
3269,517332,26-39,male,majority,0-9y,high school,middle class,,1.0,before 2015,0.0,0.0,32765,11000.0,sedan,0,0,0,1.0
3270,864356,40-64,male,majority,20-29y,university,upper class,0.4158806589209596,1.0,after 2015,1.0,1.0,10238,12000.0,sedan,6,2,2,0.0
3271,850066,40-64,female,majority,20-29y,high school,middle class,0.5561059958978236,1.0,before 2015,0.0,1.0,10238,12000.0,sedan,3,0,2,0.0
3272,428609,26-39,male,majority,10-19y,high school,working class,0.4403229422775207,0.0,before 2015,0.0,0.0,10238,13000.0,sedan,0,0,0,1.0
3273,590798,16-25,male,majority,0-9y,high school,poverty,0.2735278986268949,0.0,before 2015,0.0,1.0,92101,13000.0,sedan,0,0,0,1.0
3274,142359,16-25,none,minority,0-9y,none,poverty,0.3603076975327467,0.0,before 2015,0.0,1.0,10238,16000.0,sedan,0,0,0,1.0
3275,612627,26-39,female,majority,10-19y,none,poverty,,1.0,before 2015,0.0,0.0,10238,16000.0,sedan,0,0,1,0.0
3276,926871,40-64,female,majority,10-19y,university,working class,0.4055109351639861,0.0,before 2015,1.0,1.0,32765.0,8000.0,sedan,3,0,0,0.0
3277,738180,16-25,female,majority,0-9y,high school,middle class,0.7418778535045897,1.0,before 2015,0.0,0.0,32765,11000.0,sedan,0,0,0,0.0
3278,201203,40-64,female,majority,20-29y,university,middle class,0.628190237209943,0.0,after 2015,0.0,0.0,32765,,sedan,0,0,0,0.0
3279,987920,40-64,male,majority,,university,upper class,0.7754187772381345,1.0,after 2015,0.0,1.0,10238,12000.0,sedan,0,0,0,0.0
3280,795672,26-39,male,majority,10-19y,none,poverty,0.3364170108636516,1.0,before 2015,0.0,0.0,32765,16000.0,sedan,1,0,1,1.0
3281,116168,26-39,male,minority,0-9y,university,middle class,0.5173957929663525,1.0,after 2015,0.0,0.0,32765,10000.0,sedan,0,0,0,0.0
3282,878870,26-39,female,majority,10-19y,high school,poverty,0.160705687872896,1.0,before 2015,0.0,0.0,10238,15000.0,sedan,1,0,0,1.0
3283,287238,65+,female,majority,30y+,high school,upper class,0.6795259372735327,,before 2015,1.0,1.0,10238,10000.0,sedan,2,1,0,0.0
3284,668517,40-64,female,majority,20-29y,high school,upper class,0.6127386693205992,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,1,0,0,0.0
3285,210290,65+,female,majority,30y+,university,upper class,0.6120679452933288,1.0,before 2015,0.0,1.0,none,9000.0,sedan,4,0,2,0.0
3286,723965,26-39,male,majority,10-19y,high school,working class,0.552069269258652,1.0,before 2015,0.0,1.0,10238,15000.0,sedan,0,0,0,0.0
3287,684156,26-39,male,minority,10-19y,none,poverty,0.3375905137780909,0.0,before 2015,1.0,1.0,32765,12000.0,sedan,4,0,0,1.0
3288,112524,26-39,male,majority,10-19y,university,upper class,0.6527432465482012,1.0,before 2015,0.0,1.0,10238,11000.0,sedan,1,0,2,0.0
3289,767456,26-39,female,majority,0-9y,none,poverty,0.4415319215110355,0.0,before 2015,0.0,1.0,10238,11000.0,sedan,0,0,0,0.0
3290,843251,16-25,male,minority,0-9y,high school,working class,,0.0,before 2015,1.0,1.0,10238,10000.0,sedan,0,0,0,1.0
3291,446121,65+,male,majority,30y+,none,upper class,0.5503736860623293,0.0,before 2015,1.0,1.0,32765,8000.0,sedan,8,4,0,0.0
3292,817613,40-64,female,majority,0-9y,none,middle class,0.5472468071539672,1.0,before 2015,1.0,1.0,10238,11000.0,sedan,0,0,0,0.0
3293,487791,40-64,male,majority,0-9y,high school,working class,0.319967516514032,0.0,before 2015,0.0,0.0,10238,12000.0,sedan,0,0,0,1.0
3294,820634,16-25,male,majority,0-9y,university,middle class,0.6514543800907053,1.0,after 2015,0.0,none,10238,,sedan,0,0,0,0.0
3295,328200,65+,female,majority,10-19y,university,upper class,0.4240644177961019,0.0,after 2015,1.0,1.0,32765,11000.0,sedan,0,0,0,0.0
3296,946774,26-39,male,majority,10-19y,university,upper class,,0.0,before 2015,1.0,1.0,10238,8000.0,sedan,2,0,2,1.0
3297,94852,26-39,female,majority,10-19y,university,upper class,0.6927344580708275,0.0,after 2015,1.0,1.0,10238,9000.0,sedan,1,0,1,0.0
3298,511559,40-64,male,majority,20-29y,high school,upper class,,1.0,after 2015,1.0,0.0,32765,11000.0,sedan,5,1,2,0.0
3299,297103,16-25,female,majority,0-9y,none,poverty,0.4382240619943719,0.0,before 2015,0.0,0.0,10238,17000.0,sedan,0,0,0,1.0
3300,818433,16-25,male,majority,0-9y,university,working class,0.2350866512184662,1.0,after 2015,0.0,0.0,10238.0,17000.0,sedan,0,0,0,0.0
3301,286174,40-64,female,majority,20-29y,university,upper class,0.5627454441010621,1.0,after 2015,1.0,1.0,10238,9000.0,sedan,1,1,0,0.0
3302,153124,65+,female,majority,30y+,high school,upper class,,1.0,before 2015,1.0,1.0,10238,,sedan,none,1,2,0.0
3303,151422,65+,female,majority,30y+,university,upper class,0.6550009397249718,1.0,,1.0,1.0,10238,9000.0,sedan,4,1,3,0.0
3304,284446,16-25,male,majority,0-9y,university,middle class,0.4902259461404842,1.0,before 2015,0.0,1.0,10238,13000.0,sedan,0,0,0,1.0
3305,330298,16-25,female,majority,0-9y,university,middle class,0.5736784822411335,0.0,before 2015,0.0,1.0,10238,13000.0,sedan,0,0,0,1.0
3306,682907,65+,female,majority,30y+,high school,upper class,0.6700527640087209,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,0,1,1,0.0
3307,126967,40-64,male,majority,20-29y,university,upper class,0.7185945311922187,1.0,before 2015,1.0,1.0,10238,9000.0,sedan,4,2,3,0.0
3308,20059,65+,female,majority,30y+,none,upper class,0.6738651478544592,1.0,before 2015,1.0,1.0,92101,9000.0,sedan,4,0,1,0.0
3309,3794,16-25,female,minority,0-9y,none,poverty,0.3943319121379165,0.0,before 2015,0.0,0.0,10238,20000.0,sedan,0,0,0,1.0
3310,987063,65+,male,majority,none,high school,upper class,0.5119263879433088,1.0,after 2015,1.0,1.0,10238.0,8000.0,sedan,4,0,1,0.0
3311,151493,16-25,male,majority,0-9y,high school,working class,0.3517181900202916,0.0,before 2015,0.0,1.0,10238,,sedan,0,0,0,1.0
3312,908853,65+,male,majority,10-19y,university,upper class,0.494675905573652,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,0,1,1,0.0
3313,271560,65+,male,majority,10-19y,university,upper class,0.6259404088888506,,after 2015,1.0,0.0,21217,12000.0,sedan,2,0,1,1.0
3314,269359,26-39,female,majority,10-19y,high school,upper class,,1.0,after 2015,1.0,0.0,92101,,sedan,1,0,1,0.0
3315,969295,16-25,male,minority,0-9y,high school,poverty,0.2418226754915772,0.0,before 2015,1.0,0.0,32765,6000.0,sedan,0,0,0,1.0
3316,787582,40-64,female,majority,20-29y,university,upper class,0.5524786591526885,1.0,before 2015,1.0,0.0,10238,11000.0,sedan,1,0,2,0.0
3317,147438,40-64,male,majority,0-9y,university,upper class,0.4931692837662477,1.0,after 2015,1.0,1.0,10238,,sports car,0,0,0,1.0
3318,160308,40-64,female,minority,0-9y,high school,upper class,0.7672785497567967,1.0,after 2015,1.0,1.0,10238,9000.0,sedan,0,0,0,0.0
3319,335262,65+,male,majority,30y+,university,upper class,0.6794838400065706,1.0,after 2015,0.0,1.0,10238,,sedan,1,0,2,0.0
3320,866012,16-25,female,majority,0-9y,university,working class,nan,0.0,before 2015,0.0,0.0,92101,13000.0,sedan,0,0,0,1.0
3321,547620,16-25,female,minority,0-9y,none,poverty,0.3854870339226485,0.0,before 2015,0.0,0.0,10238,,sedan,0,0,0,1.0
3322,373067,26-39,female,majority,10-19y,university,upper class,0.7478430687996118,1.0,before 2015,1.0,1.0,32765.0,13000.0,sedan,1,0,,0.0
3323,312573,40-64,male,majority,20-29y,high school,middle class,0.4752935737544261,0.0,before 2015,0.0,1.0,32765,9000.0,sedan,6,1,2,1.0
3324,799036,16-25,female,majority,0-9y,none,poverty,0.4214300590871836,0.0,before 2015,0.0,0.0,10238,16000.0,sedan,0,0,0,1.0
3325,840460,40-64,female,majority,20-29y,university,upper class,0.6922646807076592,1.0,after 2015,0.0,0.0,32765,16000.0,sedan,2,0,2,0.0
3326,545108,65+,female,majority,20-29y,none,middle class,0.527208345033553,1.0,before 2015,0.0,1.0,32765,13000.0,sedan,1,1,2,1.0
3327,793,40-64,female,majority,20-29y,university,upper class,0.5235691485278864,1.0,after 2015,1.0,1.0,10238,9000.0,sedan,0,1,1,0.0
3328,372351,65+,male,minority,10-19y,high school,upper class,0.6247510484897659,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,2,0,2,0.0
3329,807197,26-39,male,majority,10-19y,university,upper class,0.5572529676453026,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,3,0,1,0.0
3330,457744,40-64,female,majority,0-9y,university,upper class,0.7275331285191912,1.0,before 2015,0.0,0.0,10238,14000.0,sedan,0,0,0,1.0
3331,790241,26-39,female,majority,0-9y,high school,middle class,0.708304096204226,0.0,before 2015,0.0,1.0,10238,16000.0,sedan,0,0,0,1.0
3332,946971,40-64,female,minority,20-29y,none,middle class,0.3680392190787867,0.0,before 2015,1.0,1.0,10238,13000.0,sedan,0,1,2,0.0
3333,931908,26-39,female,majority,10-19y,high school,working class,0.5076472452256656,1.0,after 2015,0.0,1.0,10238,14000.0,sedan,3,0,0,0.0
3334,672440,26-39,male,majority,10-19y,high school,middle class,0.5635735071671988,1.0,before 2015,1.0,1.0,92101.0,11000.0,sedan,2,0,1,0.0
3335,297005,65+,male,majority,30y+,high school,upper class,0.5477950986754866,1.0,after 2015,1.0,1.0,32765,8000.0,sedan,10,2,2,0.0
3336,559584,16-25,male,majority,0-9y,none,poverty,0.6132568376998419,0.0,after 2015,0.0,1.0,10238,13000.0,sedan,0,0,0,1.0
3337,383423,16-25,female,majority,0-9y,none,poverty,0.3387308869583736,1.0,before 2015,0.0,0.0,10238,,sedan,0,0,0,1.0
3338,768953,65+,female,majority,30y+,none,working class,0.4572076092107355,0.0,before 2015,0.0,0.0,10238,15000.0,sedan,0,1,0,0.0
3339,901362,16-25,male,majority,0-9y,none,poverty,0.3471954077087669,1.0,before 2015,1.0,0.0,10238,11000.0,sedan,0,0,0,1.0
3340,846536,40-64,female,minority,10-19y,high school,upper class,0.6061707278336375,1.0,before 2015,1.0,1.0,10238,13000.0,sedan,,0,1,0.0
3341,144925,16-25,male,minority,0-9y,none,poverty,0.2702524597102402,0.0,before 2015,0.0,0.0,10238,15000.0,sedan,0,0,0,1.0
3342,857596,40-64,male,majority,20-29y,high school,upper class,0.6220980397455637,1.0,before 2015,1.0,1.0,32765,7000.0,sedan,6,1,4,0.0
3343,57078,,male,majority,20-29y,university,upper class,0.5270405908938821,1.0,before 2015,1.0,1.0,10238,9000.0,sedan,5,0,0,0.0
3344,997007,16-25,female,majority,0-9y,none,poverty,0.4320800379784273,0.0,after 2015,0.0,0.0,,,sedan,0,0,0,1.0
3345,851568,40-64,female,minority,20-29y,none,upper class,0.8473246532148048,1.0,before 2015,0.0,1.0,10238,14000.0,sedan,2,1,1,0.0
3346,906708,16-25,male,majority,0-9y,none,working class,0.3092719552053368,1.0,,0.0,0.0,10238,12000.0,sedan,0,0,0,1.0
3347,983035,40-64,female,majority,20-29y,high school,working class,0.2755804790418684,1.0,before 2015,0.0,1.0,10238,12000.0,sedan,0,0,3,0.0
3348,802707,26-39,male,majority,0-9y,none,working class,0.5667317403812019,1.0,before 2015,0.0,0.0,10238,15000.0,sedan,0,0,0,1.0
3349,419018,16-25,female,majority,0-9y,high school,working class,0.3198732815128818,0.0,before 2015,0.0,0.0,92101.0,,sedan,0,0,0,1.0
3350,100153,26-39,female,majority,10-19y,none,poverty,,0.0,before 2015,0.0,0.0,10238,15000.0,sedan,1,0,1,1.0
3351,808100,26-39,female,majority,10-19y,high school,middle class,0.6784162320169361,1.0,before 2015,0.0,1.0,10238,13000.0,sedan,0,0,1,0.0
3352,781701,40-64,female,majority,0-9y,university,upper class,0.6424407916930818,1.0,before 2015,1.0,1.0,10238,9000.0,sedan,0,0,0,0.0
3353,302503,65+,female,majority,30y+,high school,upper class,0.5676115625442515,1.0,before 2015,1.0,1.0,10238,11000.0,sedan,2,0,2,0.0
3354,88340,none,male,majority,0-9y,university,working class,0.3450578498840382,1.0,before 2015,1.0,1.0,10238,,sedan,0,0,0,1.0
3355,826785,16-25,male,majority,0-9y,none,poverty,0.2552489780402014,0.0,after 2015,0.0,0.0,10238.0,15000.0,sedan,0,0,0,1.0
3356,676831,65+,female,majority,30y+,high school,upper class,0.6719840800004058,1.0,after 2015,1.0,none,32765.0,11000.0,sedan,5,3,2,0.0
3357,484339,65+,female,none,30y+,high school,upper class,0.5202085739066239,1.0,before 2015,1.0,1.0,92101,7000.0,sedan,4,0,3,0.0
3358,302592,40-64,female,majority,20-29y,none,upper class,,1.0,after 2015,1.0,1.0,10238,11000.0,sedan,0,1,1,0.0
3359,512004,26-39,female,majority,10-19y,high school,poverty,0.2684193888044771,1.0,before 2015,0.0,0.0,32765,9000.0,sedan,2,1,0,0.0
3360,537352,40-64,female,majority,20-29y,none,poverty,0.2381566293781678,0.0,before 2015,0.0,1.0,32765,8000.0,sedan,3,0,2,0.0
3361,847596,16-25,male,majority,0-9y,high school,working class,0.5617738264986085,0.0,before 2015,0.0,0.0,32765,nan,sedan,0,0,0,1.0
3362,719410,40-64,female,majority,20-29y,university,upper class,0.6860628928142973,1.0,after 2015,1.0,1.0,32765,9000.0,sedan,4,0,0,0.0
3363,38931,40-64,male,majority,0-9y,high school,upper class,,1.0,after 2015,1.0,1.0,10238,12000.0,sedan,0,0,0,0.0
3364,858383,26-39,female,majority,10-19y,high school,middle class,0.4916779096305542,1.0,after 2015,0.0,0.0,32765,12000.0,sedan,1,0,1,1.0
3365,562215,26-39,male,majority,10-19y,high school,working class,0.382266838040224,0.0,before 2015,0.0,1.0,10238,10000.0,sedan,2,1,3,1.0
3366,348406,65+,female,majority,30y+,university,upper class,0.652187063216511,1.0,before 2015,1.0,1.0,10238,,sedan,5,1,0,0.0
3367,223874,65+,female,majority,20-29y,high school,upper class,0.6678192505009327,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,3,0,1,0.0
3368,670671,40-64,female,majority,10-19y,university,middle class,0.5273961990140225,1.0,after 2015,0.0,1.0,92101,9000.0,sedan,0,0,1,0.0
3369,55029,65+,male,majority,30y+,university,upper class,0.6366241137464022,1.0,after 2015,1.0,1.0,10238,,sedan,5,0,5,0.0
3370,970812,16-25,male,,0-9y,high school,working class,0.41149689980404,0.0,before 2015,1.0,0.0,10238,14000.0,sedan,0,0,0,1.0
3371,313597,26-39,female,majority,10-19y,high school,middle class,,1.0,before 2015,1.0,1.0,10238,,sedan,1,0,0,0.0
3372,885413,65+,male,majority,20-29y,high school,upper class,0.5988548494250686,1.0,after 2015,1.0,1.0,32765,7000.0,sedan,6,1,0,0.0
3373,331717,40-64,female,majority,20-29y,high school,upper class,0.4646878976644145,1.0,after 2015,0.0,1.0,10238,,sedan,2,1,1,0.0
3374,546066,40-64,male,majority,20-29y,university,middle class,,1.0,after 2015,1.0,1.0,10238.0,9000.0,sedan,6,0,2,0.0
3375,241602,40-64,female,majority,20-29y,high school,working class,0.2151387998396746,1.0,after 2015,1.0,1.0,10238,12000.0,sports car,2,0,2,0.0
